qns_id,qns_content,options,language,answer,solution,stream,subject_code,subject_id,class_code,topic,subtopic,question_type,difficulty_level
2736269,"""<div style=\""text-align:justify\"">If two vectors are given as&nbsp;<img alt=\""\\overrightarrow A \u00a0= \\widehat i + 2\\widehat j - \\widehat k\"" src=\""1669697539321217397.png\"" \/>&nbsp;and&nbsp;<img alt=\""\\overrightarrow B \u00a0= \u00a0- \\widehat i - \\widehat j + \\widehat k\"" src=\""16696975511298963619.png\"" \/>&nbsp;then, the value of&nbsp;<img alt=\""\\overrightarrow B \u00a0\\times \\overrightarrow A \"" src=\""16696975601043717971.png\"" \/>&nbsp;is equal to<\/div>\n""","[""<div style=\""text-align:justify\""><img alt=\""\\widehat i + \\widehat k\"" src=\""16696975821295393818.png\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img alt=\"" - \\widehat i - \\widehat k\"" src=\""166969758773533304.png\"" \/><\/div>\n"",""<div style=\""text-align:justify\"">&ndash;4<\/div>\n"",""<div style=\""text-align:justify\""><img alt=\""\\widehat j\"" src=\""1669697592231251171.png\"" \/><\/div>\n""]",1,[1],"""""",IIT,PH,2,13,Fluid,Viscosity,Single Correct,EASY
1466408,"""<div style=\""text-align:justify\"">\u0928\u093f\u092e\u094d\u0928 \u092e\u0947\u0902 \u0938\u0947 \u0915\u094c\u0928 \u0938\u093e \u0915\u0925\u0928 \u090f\u0915 \u092a\u0941\u0928\u0930\u0942\u0915\u094d\u0924\u093f \u0939\u0948?<\/div>\n""","[""<div style=\""text-align:justify\""><img alt=\""P \\wedge \\left( {P \\vee Q} \\right)\"" src=\""16122616181062329326.png\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img alt=\""P \\vee \\left( {P \\wedge Q} \\right)\"" src=\""1612261621205897452.png\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img alt=\""Q \\to \\left( {P \\wedge \\left( {P \\to Q} \\right)} \\right)\"" src=\""1612261625940836670.png\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img alt=\""\\left( {P \\wedge \\left( {P \\to Q} \\right)} \\right) \\to Q\"" src=\""16122617682060242621.png\"" \/><\/div>\n""]",2,[3],"""(1)&nbsp;<img alt=\""P \\wedge \\left( {P \\vee Q} \\right) \\equiv P\"" src=\""1612261887643312400.png\"" \/><br \/>\n(2)&nbsp;<img alt=\""P \\vee \\left( {P \\wedge Q} \\right) \\equiv P\"" src=\""16122618921449173750.png\"" \/><br \/>\n(3)&nbsp;<img alt=\""Q \\to \\left( {P \\wedge \\left( {P \\to Q} \\right)} \\right)\"" src=\""1612261897396869573.png\"" \/><br \/>\n<img alt=\"" \\equiv Q \\to \\left( {P \\wedge \\left( { \\sim P \\vee Q} \\right)} \\right) \\equiv Q \\to \\left( {P \\wedge Q} \\right)\"" src=\""16122618591430833597.png\"" \/><br \/>\n<img alt=\"" \\equiv \\left( { \\sim Q} \\right) \\vee \\left( {P \\wedge Q} \\right) \\equiv \\left( {P \\vee \\left( { \\sim Q} \\right)} \\right)\"" src=\""16122618631592178151.png\"" \/><br \/>\n(4)&nbsp;<img alt=\""\\left( {P \\wedge \\left( {P \\to Q} \\right)} \\right) \\to Q\"" src=\""16122619031052051820.png\"" \/><br \/>\n<img alt=\"" \\equiv \\left( {P \\wedge \\left( { \\sim P \\vee Q} \\right)} \\right) \\to \\,Q \\equiv \\left( {P \\wedge Q} \\right) \\to Q\"" src=\""1612261873669345651.png\"" \/>\n<div style=\""text-align:justify\""><img alt=\"" \\equiv \\left( {\\left( { \\sim P} \\right) \\vee \\left( { \\sim Q} \\right)} \\right) \\vee Q \\equiv \\left( { \\sim P} \\right) \\vee t \\equiv t\"" src=\""161226187851319205.png\"" \/><\/div>\n""",JEE MAIN,MT,3,13,Mathematical Reasoning,Mathematical Reasoning,Single Correct,MEDIUM
216294,"""\u0905\u0938\u092e\u0930\u0942\u092a \u0935\u0943\u0924\u094d\u0924\u093e\u0915\u093e\u0930 \u0917\u0924\u093f \u0915\u0947 \u0938\u0902\u0926\u0930\u094d\u092d \u092e\u0947\u0902 \u0917\u0932\u0924 \u0935\u093f\u0915\u0932\u094d\u092a \u091a\u0941\u0928\u093f\u090f (a<sub>c<\/sub> = \u0905\u092d\u093f\u0915\u0947\u0928\u094d\u0926\u094d\u0930\u0940\u092f \u0924\u094d\u0935\u0930\u0923, a<sub>t<\/sub> = \u0938\u094d\u092a\u0930\u094d\u0936 \u0930\u0947\u0916\u0940\u092f \u0924\u094d\u0935\u0930\u0923) :-""","[""<img alt=\""\\vec v \\cdot \\vec \\omega \u00a0= 0\"" src=\""151426091488654563.png\"" \/>"",""<img alt=\""{{\\vec a}_C} \\cdot \\vec v = 0\"" src=\""15142609241257761597.png\"" \/>"",""<img alt=\""\\vec \\omega \u00a0\\cdot {{\\vec a}_C} = 0\"" src=\""1514260944763430455.png\"" \/>"",""<img alt=\""\\vec v \\cdot {{\\vec a}_t} = 0\"" src=\""1514260956614465728.png\"" \/>""]",2,[3],"""<img alt=\""{\\vec v}\"" src=\""1514260984694204876.png\"" \/>&nbsp;&amp; <img alt=\""{{\\vec a}_t}\"" src=\""15142609942008381863.png\"" \/>&nbsp;are along tangent<br \/>\n<img alt=\""{\\vec \\omega }\"" src=\""15142610051942701632.png\"" \/>&nbsp;perpendicular to plane of circular motion.""",IIT,PH,2,11,Circular Motion,Kinematics,Single Correct,EASY
2570518,"""<div style=\""text-align:justify\"">Two friends start cycling around a circular track (radius R) in the same sense starting from the same point with angular speed &omega; and 2&omega;. The slower one is continuously singing with his vocal cord frequency f0 (R&omega; = 1% of v<sub>sound<\/sub>). Then : (regarding the frequency of song heard by the faster one)<\/div>\n""","[""<div style=\""text-align:justify\"">Observed minimum frequency =&nbsp;<img alt=\""\\frac{{98}}{{99}}{f_0}\"" src=\""16607321901207351088.png\"" \/><\/div>\n"",""<div style=\""text-align:justify\"">Observed minimum frequency =&nbsp;<img alt=\""\\frac{{97}}{{99}}{f_0}\"" src=\""166073220598021290.png\"" \/><\/div>\n"",""<div style=\""text-align:justify\"">Observed maximum frequency&nbsp;<img alt=\""\\frac{{102}}{{101}}{f_0}\"" src=\""1660732232584365193.png\"" \/><\/div>\n"",""<div style=\""text-align:justify\"">The spectrum (of frequencies) repeats itself with a time period of&nbsp;<img alt=\""\\frac{\\pi }{\\omega }\"" src=\""16607322492006183654.png\"" \/><\/div>\n""]",1,"[[""true"",""false"",""true"",""false""]]","""""",IIT,PH,2,12,Sound Wave,Dopler's effect,Multiple Partial Correct,TOUGH
3548006,"""<div style=\""text-align:justify\"">\u090f\u0915 \u092c\u0902\u0926 \u092a\u093e\u0924\u094d\u0930 \u092e\u0947\u0902 20 gm \u092c\u0930\u094d\u092b &ndash;40&deg;C \u0924\u093e\u092a\u092e\u093e\u0928 \u092a\u0930 2 gm \u092d\u093e\u092a 100&deg;C \u0915\u0947 \u0938\u093e\u0925 \u092e\u093f\u0932\u093e\u092f\u0940 \u091c\u093e\u0924\u0940 \u0939\u0948\u0964 \u0938\u093e\u092e\u094d\u092f\u0935\u0938\u094d\u0925\u093e \u092e\u0947\u0902 \u092a\u093e\u0924\u094d\u0930 \u092e\u0947\u0902 \u091c\u0932 \u0915\u0940 \u092e\u093e\u0924\u094d\u0930\u093e gm \u092e\u0947\u0902 \u091c\u094d\u091e\u093e\u0924 \u0915\u0930\u094b\u0903<\/div>\n""","[""<div style=\""text-align:justify\"">0<\/div>\n"",""<div style=\""text-align:justify\"">10<\/div>\n"",""<div style=\""text-align:justify\"">13<\/div>\n"",""<div style=\""text-align:justify\"">\u0907\u0928\u092e\u0947\u0902 \u0938\u0947 \u0915\u094b\u0908 \u0928\u0939\u0940\u0902<\/div>\n""]",2,[2],"""<div style=\""text-align:justify\"">Theory<\/div>\n""",IIT,PH,2,13,Heat and thermo,Calorimetry,Single Correct,EASY
2851355,"""<div style=\""text-align:justify\"">\u0928\u093f\u092e\u094d\u0928 \u092e\u0947\u0902 \u0938\u0947 \u0915\u094c\u0928\u0938\u0947 \u0930\u0942\u092a\u093e\u0928\u094d\u0924\u0930\u0923 \u092e\u0947\u0902 \u0928\u094d\u092f\u0942\u0928\u0924\u092e \u090a\u0930\u094d\u091c\u093e \u0906\u0935\u0936\u094d\u092f\u0915 \u0939\u0948 ?<\/div>\n""","[""<div style=\""text-align:justify\"">F<sup>&ndash;<\/sup>(g) &rarr; F(g) + e<sup>&ndash;<\/sup><\/div>\n"",""<div style=\""text-align:justify\"">P<sup>&ndash;<\/sup>(g) &rarr; P(g) + e<sup>&ndash;<\/sup><\/div>\n"",""<div style=\""text-align:justify\"">S<sup>&ndash;<\/sup>(g) &rarr; S(g) + e<sup>&ndash;<\/sup><\/div>\n"",""<div style=\""text-align:justify\"">Cl<sup>&ndash;<\/sup>(g) &rarr; Cl(g) + e<sup>&ndash;<\/sup><\/div>\n""]",2,[1],"""<div style=\""text-align:justify\"">If we consider the opposite process<br \/>\n<img alt=\""{F_{(g)}} + {e^ - } \\to F_{(g)}^ - \"" src=\""16746288361518339991.png\"" \/>&nbsp; <img alt=\""\\Delta {H_1}\"" src=\""16746288661722514400.png\"" \/><br \/>\n<img alt=\""{P_{(g)}} + {e^ - } \\to P_{(g)}^ - \"" src=\""16746288881294108168.png\"" \/>&nbsp;&nbsp;<img alt=\""\\Delta {H_2}\"" src=\""1674628896641902003.png\"" \/><br \/>\n<img alt=\""{S_{(g)}} + {e^ - } \\to S_{(g)}^ - \"" src=\""167462892131510676.png\"" \/>&nbsp;&nbsp;<img alt=\""\\Delta {H_3}\"" src=\""16746289281266038735.png\"" \/><br \/>\n<img alt=\""C{l_{(g)}} + {e^ - } \\to Cl_{(g)}^ - \"" src=\""1674628969605591906.png\"" \/>&nbsp;<img alt=\""\\Delta {H_4}\"" src=\""1674628962166506281.png\"" \/><br \/>\nOrder of energy releases is &Delta;H<sub>4<\/sub>&nbsp;&gt; &Delta;H<sub>1<\/sub>&nbsp;&gt; &Delta;H<sub>3<\/sub>&nbsp;&gt; &Delta;H<sub>2<\/sub><br \/>\nSo&nbsp;<img alt=\""P_{(g)}^ - \u00a0\\to {P_{(g)}} + {e^ - }\"" src=\""16746290592073303798.png\"" \/> requires least energy.<\/div>\n""",IIT,IC,4,12,PERIODIC TABLE,Ionisation Energy,Single Correct,EASY
3066306,"""<div style=\""text-align:justify\"">\u0928\u093f\u092e\u094d\u0928 \u092e\u0947\u0902 \u0938\u0947 \u0915\u094c\u0928\u0938\u093e \u092b\u0932\u0928 \u0915\u093e \u0906\u0930\u0947\u0916 \u0939\u094b \u0938\u0915\u0924\u093e \u0939\u0948 -<\/div>\n""","[""<div style=\""text-align:justify\""><img src=\""16838908491980356568phpdTv6Xlimage.png\"" style=\""width:200px\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img src=\""1683891108268618371phpqEPaDMimage.png\"" style=\""width:200px\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img src=\""16838911761887536828phpqLfc8Kimage.png\"" style=\""width:200px\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img src=\""16838913412042746966php042Kiiimage.png\"" style=\""width:200px\"" \/><\/div>\n""]",2,"[[""false"",""true"",""false"",""true""]]","""<div style=\""text-align:justify\"">Graph in (A) and (C) fail vertical line test.<\/div>\n""",IIT,MT,3,12,Functions,"General (Definition,type and special type)",Multiple Partial Correct,EASY
2524770,"""<div style=\""text-align:justify\"">Some light bulbs are conected in parallel to a 120 V source as shown in the figure. Each bulb dissipates an average power of 60 W.The circuit has a fuse F that burns out when the current in the circuit exceeds 9 A. Determine the number of bulbs of the following, that can be used in the circuit without burning out the fuse.<\/div>\n<div style=\""text-align:center\""><img src=\""16582284522040196537phpPUw178image.png\"" style=\""height:124.531px; width:309px\"" \/><\/div>\n""",[],1,11.00,"""""",IIT,PH,2,12,Current Electricity,Electrical Power,Integer Decimal,MEDIUM
3543765,"""<div style=\""text-align:justify\"">\u0915\u093e\u0945\u0932\u092e-I \u092e\u0947\u0902 \u0926\u093f\u092f\u0947 \u0917\u092f\u0947 \u092a\u094d\u0930\u0924\u094d\u092f\u0947\u0915 \u092a\u0930\u092e\u093e\u0923\u094d\u0935\u093f\u0915 \u0905\u0923\u0941\u0913\u0902 \u0915\u094b \u0915\u093e\u0945\u0932\u092e-II \u092e\u0947\u0902 \u0926\u0930\u094d\u0936\u093e\u092f\u0947 \u0917\u092f\u0947 \u0907\u0938\u0915\u0947 \u0917\u0941\u0923 \/ \u0917\u0941\u0923\u094b\u0902 \u0915\u0947 \u0938\u093e\u0925 \u0938\u0941\u092e\u0947\u0932 \u0915\u0940\u091c\u093f\u090f :\n<table border=\""1\"" cellpadding=\""5\"" cellspacing=\""0\"" style=\""width:338px\"">\n<tbody>\n<tr>\n<td colspan=\""2\"" rowspan=\""1\"" style=\""text-align:center; width:77px\""><strong>\u0915\u093e\u0945\u0932\u092e<\/strong><strong> I<\/strong><\/td>\n<td colspan=\""2\"" rowspan=\""1\"" style=\""text-align:center; width:233px\""><strong>\u0915\u093e\u0945\u0932\u092e&nbsp;II<\/strong><\/td>\n<\/tr>\n<tr>\n<td style=\""text-align:center; width:12px\"">(A)<\/td>\n<td style=\""text-align:center; width:43px\"">B<sub>2<\/sub><\/td>\n<td style=\""text-align:center; width:1px\"">(P)<\/td>\n<td style=\""text-align:left; width:198px\"">\u0905\u0928\u0941\u091a\u0941\u092e\u094d\u092c\u0915\u0940\u092f<\/td>\n<\/tr>\n<tr>\n<td style=\""text-align:center; width:12px\"">(B)<\/td>\n<td style=\""text-align:center; width:43px\"">N<sub>2<\/sub><\/td>\n<td style=\""text-align:center; width:1px\"">(Q)<\/td>\n<td style=\""text-align:left; width:198px\"">\u0911\u0915\u094d\u0938\u0940\u0915\u0930\u0923 \u0926\u0930\u094d\u0936\u093e\u0924\u093e \u0939\u0948<\/td>\n<\/tr>\n<tr>\n<td style=\""text-align:center; width:12px\"">(C)<\/td>\n<td style=\""text-align:center; width:43px\"">O<sub>2<\/sub><sup>&ndash;<\/sup><\/td>\n<td style=\""text-align:center; width:1px\"">(R)<\/td>\n<td style=\""text-align:left; width:198px\"">\u0905\u092a\u091a\u092f\u0928 \u0926\u0930\u094d\u0936\u093e\u0924\u093e \u0939\u0948<\/td>\n<\/tr>\n<tr>\n<td style=\""text-align:center; width:12px\"">(D)<\/td>\n<td style=\""text-align:center; width:43px\"">O<sub>2<\/sub><\/td>\n<td style=\""text-align:center; width:1px\"">(S)<\/td>\n<td style=\""text-align:left; width:198px\"">\u092c\u0928\u094d\u0927 \u0915\u094d\u0930\u092e <u>&gt;<\/u> 2<\/td>\n<\/tr>\n<tr>\n<td style=\""text-align:center; width:12px\"">&nbsp;<\/td>\n<td style=\""text-align:center; width:43px\"">&nbsp;<\/td>\n<td style=\""text-align:center; width:1px\"">(T)<\/td>\n<td style=\""text-align:left; width:198px\"">&#39;s&#39; \u0914\u0930 &#39;p&#39; \u0915\u0915\u094d\u0937\u0915\u094b\u0902 \u0915\u093e \u092e\u093f\u0936\u094d\u0930\u0923<\/td>\n<\/tr>\n<\/tbody>\n<\/table>\n<\/div>\n<div style=\""text-align:justify\"">&nbsp;<\/div>\n""","{""row"":""4"",""cols"":""5"",""label"":{""row"":""A"",""col"":""P""}}",2,"[[""0"",""0""],[""0"",""1""],[""0"",""2""],[""0"",""4""],[""1"",""1""],[""1"",""2""],[""1"",""3""],[""1"",""4""],[""2"",""0""],[""2"",""1""],[""2"",""2""],[""3"",""0""],[""3"",""1""],[""3"",""2""],[""3"",""3""]]","""<div style=\""text-align:justify\"">s&ndash;p intermixing is operative in molecule having upto 14e<sup>&ndash;<\/sup>.<br \/>\n<img src=\""16945775822084326874phpNEjPzWimage.png\"" style=\""height:273px; width:450px\"" \/><br \/>\n<img src=\""16945776471710898339phptHhlxIimage.png\"" style=\""height:293px; width:450px\"" \/><br \/>\nAll B<sub>2<\/sub>, N<sub>2<\/sub>, O<sub>2<\/sub>, O<sub>2<\/sub><sup>&ndash;<\/sup> can either gain or loss electron.<br \/>\n&there4;&nbsp; Can undergoes oxidation as well as reduction.<\/div>\n""",IIT,IC,4,12,CHEMICAL BONDING,MOT,Match the Column,MEDIUM
3199664,"""<div style=\""text-align:justify\"">\u091c\u092c 50 ml 0.50 M HCl \u0915\u094b 200 ml 0.25 M HCl \u0915\u094b \u092e\u093f\u0936\u094d\u0930\u093f\u0924 \u0915\u0930\u0915\u0947 \u0935\u093f\u0932\u092f\u0928 \u092c\u0928\u093e\u092f\u093e \u091c\u093e\u0924\u093e \u0939\u0948 \u0924\u094b \u0935\u093f\u0932\u092f\u0928 \u092e\u0947\u0902 H<sup>+<\/sup>&nbsp;\u0915\u0940 \u0938\u093e\u0928\u094d\u0926\u094d\u0930\u0924\u093e \u091c\u094d\u091e\u093e\u0924 \u0915\u0930\u094b ?<\/div>\n""","[""<div style=\""text-align:justify\"">0.30 M<\/div>\n"",""<div style=\""text-align:justify\"">0.35 M<\/div>\n"",""<div style=\""text-align:justify\"">0.40 M<\/div>\n"",""<div style=\""text-align:justify\"">0.45 M<\/div>\n""]",2,[0],"""<div style=\""text-align:justify\"">&nbsp;M<sub>1<\/sub>V<sub>1<\/sub> &nbsp; + &nbsp; &nbsp;M<sub>2<\/sub>V<sub>2<\/sub> &nbsp; &nbsp;= &nbsp; M(V<sub>1<\/sub> + V<sub>2<\/sub>)<br \/>\n50&times; 0.5 &nbsp; 200&times; 0.25 &nbsp;&nbsp;&nbsp; &nbsp;M(50+200)<br \/>\n25&nbsp; &nbsp; &nbsp; &nbsp;+&nbsp; &nbsp; &nbsp; 50&nbsp; &nbsp; &nbsp; &nbsp; =&nbsp; &nbsp;M(250)<br \/>\n75 = M(250)<br \/>\nM =&nbsp;<img alt=\""\\frac{{75}}{{250}}\"" src=\""16063911681099787840.png\"" \/> = 3 &times; 10<sup>&ndash;1<\/sup> &nbsp;&nbsp;<br \/>\n&rArr; &nbsp;[H<sup>+<\/sup>] = 0.3 M<\/div>\n""",IIT,PC,5,11,Concentration Terms,Problems Based on Mixing of Solutions and Dilution,Single Correct,EASY
3473897,"""<div style=\""text-align:justify\"">The alkaline earth metal nitrate that does not crystallise with water molecules, is :<\/div>\n""","[""<div style=\""text-align:justify\"">Sr(NO<sub>3<\/sub>)<sub>2<\/sub><\/div>\n"",""<div style=\""text-align:justify\"">Mg(NO<sub>3<\/sub>)<sub>2<\/sub><\/div>\n"",""<div style=\""text-align:justify\"">Ca(NO<sub>3<\/sub>)<sub>2<\/sub><\/div>\n"",""<div style=\""text-align:justify\"">Ba(NO<sub>3<\/sub>)<sub>2<\/sub><\/div>\n""]",1,[3],"""<div style=\""text-align:justify\"">Smaller in size of center atoms more water molecules will crystallize hence Ba(NO<sub>3<\/sub>)<sub>2<\/sub> is answer due to its largest size of &#39;+ve&#39; ion.<\/div>\n""",IIT,IC,4,13,Complete s-block,s-block IIA,Single Correct,EASY
3230791,"""<div style=\""text-align:justify\"">The value of sin10&deg; sin30&deg; sin 50&deg; sin70&deg; is&nbsp;<\/div>\n""","[""<div style=\""text-align:justify\""><img alt=\""\\frac{1}{{18}}\"" src=\""16878632811050864434.png\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img alt=\""\\frac{1}{{32}}\"" src=\""16878632871975647014.png\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img alt=\""\\frac{1}{{16}}\"" src=\""16878632931070262690.png\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img alt=\""\\frac{1}{{36}}\"" src=\""1687863299763699278.png\"" \/><\/div>\n""]",1,[2],"""""",JEE MAIN,MT,3,11,Trigonometric Ratios & Identities,"Addition, Multiplication, Subtraction formula based,Multiple/Submultiple angles",Single Correct,EASY
737094,"""<div style=\""text-align:justify\"">\u0928\u093f\u092e\u094d\u0928 \u092e\u0947\u0902 \u0938\u0947 \u0915\u094c\u0928\u0938\u093e \u092f\u0941\u0917\u094d\u092e \u0915\u094d\u0930\u093f\u092f\u093e\u0924\u094d\u092e\u0915 \u0938\u092e\u0942\u0939 \u0938\u092e\u093e\u0935\u092f\u0935\u0940 \u0939\u094b\u0917\u093e ?<\/div>\n""","[""<div style=\""text-align:justify\""><img src=\""1559821007phpossXBaimage.png\"" style=\""width:150px\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img src=\""1559821037phpat8GQZimage.png\"" style=\""width:130px\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img src=\""1559821057phpviQkIIimage.png\"" style=\""width:160px\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img src=\""1559821074phpGmVIoSimage.png\"" style=\""width:145px\"" \/><\/div>\n""]",2,[1],"""<div style=\""text-align:justify\""><img src=\""1559821142php0ctbrdimage.png\"" style=\""width:80px\"" \/>&nbsp;aldehyde and&nbsp;<img src=\""1559821162phpdv6RqKimage.png\"" style=\""width:50px\"" \/><br \/>\nketone are functional isomers<\/div>\n""",JEE MAIN,OC,6,13,Stereo isomerism,Assigning relationship,Single Correct,EASY
2421987,"""<div style=\""text-align:justify\"">A nonconducting solid sphere of radius R is uniformly charged. The magnitude of the electric field due to the sphere at a distance r from its centre -<br \/>\n(a) increases as r increases, for r &lt; R&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; (b) decreases as r increases, for 0 &lt; r &lt; &infin;&nbsp;<br \/>\n(c) decreases as r increases, for R &lt; r &lt; &infin;&nbsp;&nbsp; &nbsp;(d) is discontinuous at r = R<\/div>\n""","[""<div style=\""text-align:justify\"">a, c<\/div>\n"",""<div style=\""text-align:justify\"">c, d<\/div>\n"",""<div style=\""text-align:justify\"">a, b<\/div>\n"",""<div style=\""text-align:justify\"">b, d<\/div>\n""]",1,[0],"""""",IIT,PH,2,12,Electrostatics,Gauss Law,Single Correct,MEDIUM
1929088,"""<div style=\""text-align:justify\"">\u0915\u093f\u0938\u0940 \u092a\u094d\u0930\u093f\u091c\u094d\u092e \u0938\u0947 \u091f\u0915\u0930\u093e\u0928\u0947 \u0935\u093e\u0932\u0940 \u092a\u094d\u0930\u0915\u093e\u0936 \u0915\u093f\u0930\u0923 \u0915\u0947 \u0932\u093f\u090f \u0935\u093f\u091a\u0932\u0928 &lsquo;&delta;&rsquo; \u0924\u0925\u093e \u0906\u092a\u0924\u0928 \u0915\u094b\u0923&nbsp;\u03d5 \u0915\u0947 \u092e\u0927\u094d\u092f \u0917\u094d\u0930\u093e\u092b \u092a\u094d\u0930\u0926\u0930\u094d\u0936\u093f\u0924 \u0939\u0948\u0964 \u092a\u094d\u0930\u093f\u091c\u094d\u092e \u0915\u094b\u0923 \u0939\u094b\u0917\u093e &ndash;<\/div>\n<div style=\""text-align:center\""><img src=\""1631526139914879119phpW8D117image.png\"" style=\""width:200px\"" \/><\/div>\n""","[""<div style=\""text-align:justify\"">30&deg;<\/div>\n"",""<div style=\""text-align:justify\"">45&deg;<\/div>\n"",""<div style=\""text-align:justify\"">60&deg;<\/div>\n"",""<div style=\""text-align:justify\"">75&deg;<\/div>\n""]",2,[1],"""""",IIT,PH,2,12,Geometrical Optics,TIR/Prism,Single Correct,EASY
2227052,"""<div style=\""text-align:justify\"">\u0938\u092e\u093e\u0928 \u0932\u092e\u094d\u092c\u093e\u0908 \u0924\u0925\u093e \u0938\u092e\u093e\u0928 \u0905\u0928\u0941\u092a\u094d\u0930\u0938\u094d\u0925 \u0915\u093e\u091f \u0915\u094d\u0937\u0947\u0924\u094d\u0930\u092b\u0932 \u0935\u093e\u0932\u0940 \u0924\u0940\u0928 \u091b\u0921\u093c\u0947\u0902 AO, BO \u0924\u0925\u093e CO \u091a\u093f\u0924\u094d\u0930\u093e\u0928\u0941\u0938\u093e\u0930 \u091c\u094b\u0921\u093c\u0940 \u0917\u0908 \u0939\u0948\u0902\u0964 \u0938\u093f\u0930\u094b\u0902 A, B \u0924\u0925\u093e C \u0915\u0947 \u0924\u093e\u092a\u092e\u093e\u0928 \u0915\u094d\u0930\u092e\u0936\u0903 30&deg;C, 60&deg;C \u0935 90&deg; \u0939\u0948\u0964 \u091b\u0921\u093c&nbsp;AO, BO \u0924\u0925\u093e CO \u0915\u0940 \u090a\u0937\u094d\u092e\u0940\u092f \u091a\u093e\u0932\u0915\u0924\u093e\u0913\u0902 \u0915\u093e \u0905\u0928\u0941\u092a\u093e\u0924 1 : 2 : 3 \u0939\u0948\u0964 \u092f\u0926\u093f \u0938\u0902\u0927\u093f \u0915\u093e \u0924\u093e\u092a\u092e\u093e\u0928 10&alpha; (&deg;C \u092e\u0947\u0902) \u0939\u094b \u0924\u094b &alpha; \u091c\u094d\u091e\u093e\u0924 \u0915\u0940\u091c\u093f\u092f\u0947\u0964&nbsp;<\/div>\n<div style=\""text-align:center\""><img src=\""1602737139178995836phpMUIODbimage.png\"" style=\""height:107px; width:157px\"" \/>&nbsp;<\/div>\n""",[],2,7,"""""",IIT,PH,2,11,Heat and thermo,Conduction,Integer Type Multiple Digit,EASY
861778,"""Among the following the maximum covalent character is shown by the compound :-\n""","[""<div style=\""text-align:justify\"">FeCl<sub>2<\/sub>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<\/div>\n"",""<div style=\""text-align:justify\"">SnCl<sub>2<\/sub>&nbsp;&nbsp;&nbsp;<\/div>\n"",""<div style=\""text-align:justify\"">AlCl<sub>3<\/sub>&nbsp;<\/div>\n"",""<div style=\""text-align:justify\"">MgCl<sub>2<\/sub><\/div>\n""]",1,[2],"""<div style=\""text-align:justify\"">Al<sup>3+<\/sup> has highest polarising power (among these four)<\/div>\n""",JEE MAIN,IC,4,12,CHEMICAL BONDING,Ionic Bond,Single Correct,MEDIUM
1617646,"""<div style=\""text-align:justify\"">In the following reaction<\/div>\n<div style=\""text-align:center\""><img src=\""16209061531924233518phpL3bX8mimage.png\"" style=\""height:56.9965px; width:158.993px\"" \/><\/div>\n<div style=\""text-align:justify\"">The major product is :<\/div>\n""","[""<img src=\""16209061751435062244phpLqos8Wimage.png\"" style=\""height:54.2535px; width:72.9861px\"" \/>"",""<img src=\""1620906204770147425phpvM4EWuimage.png\"" style=\""height:60.9896px; width:56.9792px\"" \/>"",""<img src=\""16209062201848776838phpyUhLeVimage.png\"" style=\""height:70.9896px; width:52.9861px\"" \/>"",""<img src=\""1620906244877472648phpDdpvxJimage.png\"" style=\""height:68.9931px; width:79.9826px\"" \/>""]",1,[1],"""""",JEE MAIN,OC,6,12,Alcohol & Ether,"Method of preparation of alcohols, and poc of alcohols",Single Correct,TOUGH
3700383,"""<div style=\""text-align:justify\"">\u092f\u0926\u093f f(x) = x<sup>3<\/sup> + ax<sup>2<\/sup> + bx + c \u092a\u0930 \u0928\u094d\u092f\u0942\u0928\u0924\u092e \u0924\u0925\u093e x = &ndash;1 \u092a\u0930, \u0905\u0927\u093f\u0915\u0924\u092e \u0939\u0948, \u0924\u094b-<\/div>\n""","[""<div style=\""text-align:justify\"">a = &ndash;3, b = &ndash;9, c = 0<\/div>\n"",""<div style=\""text-align:justify\"">a = 3, b = 9, c = 0<\/div>\n"",""<div style=\""text-align:justify\"">a = &ndash;3, b = &ndash;9, c &isin; R<\/div>\n"",""<div style=\""text-align:justify\"">\u0907\u0928\u092e\u0947\u0902 \u0938\u0947 \u0915\u094b\u0908 \u0928\u0939\u0940\u0902<\/div>\n""]",2,[2],"""""",IIT,MT,3,13,Application of Derivative,Maxima-Minima,Single Correct,EASY
